__fuente__,fecha_inicio,fecha_fin_iso,descripcion,observaciones,fecha_inicio_iso,fecha_cronica,folios,signatura,fecha_fin,fecha_topica
Denegri-Documentos.xlsx,1892- Ago.- 08,1893-08-23,"Cartas y otros documentos dirigidos al señor Gabino deMenchaca y Guillermo Salcedo sobre la formación del sindicato, el cobro de los certificados, entre otros.",Texto manuscrito. Documento deteriorado por la tinta. Caja 48.,1892-08-08,1892- Ago.- 08/ 1893- Ago.- 23,16 f.u.,FDL-2882,1893- Ago.- 23,Lima
Denegri-Documentos.xlsx,1888- Ago.- 08,1892-10-25,Documentos dirigidos al señor Ministro de Hacienda y a la cámara de senadores por el reclamo de los tenedores de Bonos Watson.,Texto manuscrito. Caja 48.,1888-08-08,1888- Ago.- 08/ 1892- Oct.- 25,2 f.u.,FDL-2883,1892- Oct.- 25,Lima
Denegri-Documentos.xlsx,1892- Mar.- 08,1895-10-09,Documentos dirigidos al presidente Nicolás de Piérola y Remigio Morales Bermúdez sobre la consignación de los salitres a Estados Unidos de Norteamérica. Incluye pequeñas notas diversas,Textos manuscritos. Folios deteriorados a los bordes. Caja 48.,1892-03-08,1892- Mar.- 08/ 1895- Oct.- 09,8 f.u.,FDL-2884,1895- Oct.- 09,Lima
Denegri-Documentos.xlsx,1878- Oct.- 03,1892-08-29,Carta y otros documentos dirigidos a la Corte Suprema sobre el contrato entre el gobierno y los tenedores de certificados Watson para la construcción de los ferrocarriles.,Textos manuscrito y mecanografiados. Folios deteriorados: uno roto por la mitad y uno deteriorado. Caja 48.,1878-10-03,1878- Oct.- 03/ 1892- Ago.- 29,4 f.u.,FDL-2885,1892- Ago.- 29,Lima
Denegri-Documentos.xlsx,,,Documento dirigido al señor Gabino de menchaca y Guillermo Salcedo en representación de los certificados salitreros denominados Watson.,Texto manuscrito. Documento deteriorado e ilegible. Caja 48.,,? - Oct.- 21,6 f.u.,FDL-2886,,Lima
Denegri-Documentos.xlsx,1892- Dic.- 29,1894-11-14,Documentos dirigidos a Gabino de Menchaca a nombre de los certificados Watson sobre la interdicción a la Peruvian Corporation. Incluye la demanda realizada por Gabino de Menchaca por el cobro de unos certificados salitreros.,"Texto manuscrito. Folio deteriorado por la tinta, algunos ilegibles y rotos. Caja 48.",1892-12-29,1892- Dic.- 29/ 1894- Nov.- 14,72 f.u.,FDL-2887,1894- Nov.- 14,Lima
Denegri-Documentos.xlsx,"1899-12-29

Entrada: '1924-Jun.-15/1935-Jun.-15'
Salida: 1924-06-15",,Demanda interpuesta a Gabino de Menchaca a nombre de los certificados Watson expedido por la Peruvian Corporation.,Texto manuscrito. Folio deterioroado por la tinta. Caja 48.,,189?- Dic.- 29,10 f.u.,FDL-2888,"1935-06-15

Entrada: '1941-Dic.-07/1941-Dic.-11'
Salida:",Lima
Denegri-Documentos.xlsx,1892- Ene.- 18,1892-10-25,"Cartas y otros documentos referidos a las zonas petroleras en Piura, Tumbes y Paita.",texto manuscrito. Folio totalmente deteriorado. Caja 48.,1892-01-18,1892- Ene.- 18/ 1892- Oct.- 25,14 f.u.,FDL-2889,1892- Oct.- 25,Lima
Denegri-Documentos.xlsx,1941- Oct.- 21,,Sesión secreta sobre la incautación de 18 aviones del Perú.,Documentos mecanografiados y recortes periodísticos. Caja 55.,1941-10-21,1941- Oct.- 21,12 f.u.,FDL-2890,,Lima
Denegri-Documentos.xlsx,1940- Abr.- 30,,Aspectos financieros sobre la defensa nacional. Créditos y adeudos,Documentos mecanografiados. Caja 55.,1940-04-30,1940- Abr.- 30,34 f.u.,FDL-2891,,Lima
Denegri-Documentos.xlsx,1941- Feb.- 27,,Formula de la no beligerancia.,Documento mecanografiado. 2 Unidades. Caja 55.,1941-02-27,1941- Feb.- 27,10 f.u.,FDL-2892,,Lima
Denegri-Documentos.xlsx,1941- Nov.- ?,1940-11-09,Oficios emitidos por la federación de chóferes del Perú y sus anexos a la persona de Miguel Morán diputado por Huaraz.,Documento mecanografiado con rúbricas y sellos Originales. Caja 55.,,1941- Nov.- ?/ 1940-Nov.- 09,4 f.u.,FDL-2893,1940-Nov.- 09,Lima
Denegri-Documentos.xlsx,1940- Ene.- 23,1940-04-24,Proyecto de ley presentado por los doctores Gonzalo Salazar y Miguel Morán para que se establezca en el callejón de Huaylas una central de concentración de minerales.,"Documentos mecanografiados. 3 Unidades, presenta rúbricas y sellos Originales. Caja 55.",1940-01-23,1940- Ene.- 23/ 1940- Abr.- 24,8 f.u.,FDL-2894,1940- Abr.- 24,Lima
Denegri-Documentos.xlsx,1940- Nov.- 14,1940-12-26,Respuesta al pedido por parte del doctor Miguel Morán por parte del ministro de Fomento sobre instalación de alumbrado público.,Documento mecanografiados y recortes periodísticos. Caja 55.,1940-11-14,1940- Nov.- 14/ 1940- Dic.- 26,5 f.u.,FDL-2895,1940- Dic.- 26,Huaraz
Denegri-Documentos.xlsx,1942- Dic.- ?,,"Dictamen de la comisión de Hacienda, en el proyecto de ley sobre impuestos a la utilidades, al capital movible y al impuesto complementario de tasas fijas.","Documento mecanografiado. 1 Unidad, documento dañado. Caja 55.",,1942- Dic.- ?,23 f.u.,FDL-2896,,Lima
Denegri-Documentos.xlsx,1941- Ene.- 11,1942-01-18,Recortes periodísticos referentes a materiales bélicos.,Recortes periodísticos. Caja 55.,1941-01-11,1941- Ene.- 11/ 1942- Ene.- 18,25 f.u.,FDL-2897,1942- Ene.- 18,Lima
Denegri-Documentos.xlsx,1947- Oct.- 11,1947-11-16,Recortes periodísticos sobre el petróleo hallado en Sechura.,"Recortes periodísticos, dos folios sin fecha crónica. Caja 55.",1947-10-11,1947- Oct.- 11/ 1947- Nov.- 16,51 f.u.,FDL-2898,1947- Nov.- 16,Lima
Denegri-Documentos.xlsx,1940- Nov.- 05,,Oficio dirigido al diputado Miguel A. Morán por parte de David Dasso referente a las instalaciones de agua potable en Huaraz.,Texto mecanografiado. 1 Unidad y tres copias. Primer folio contiene rúbrica Original. Caja 55.,1940-11-05,1940- Nov.- 05,4 f.u.,FDL-2899,,Lima
Denegri-Documentos.xlsx,1945- Ene.- 06,1946-05-21,Recortes periodísticos sobre política económica peruana entre los años 1945-1946.,Recortes periodísticos. Caja 55.,1945-01-06,1945- Ene.- 06/ 1946- May.- 21,57 f.u.,FDL-2900,1946- May.- 21,Lima
Denegri-Documentos.xlsx,1942-May.-20,,"Sesión del sábado 20 de junio de 1942. Intervención del diputado por Huaraz, Miguel Morán, respecto al acuerdo financiero de Washington y los tratados comerciales.",Texto mecanografiado. Copia de transcripción de sección parlamentaria. Caja 3.,1942-05-20,1942-May.-20,2 f.u.,FDL-2901,,Lima
Denegri-Documentos.xlsx,1943-Ago.-23,,Inspección y recomendaciones para la Superintendencia Nacional de Economía,Texto mecanografiado. Copia de documento oficial. Caja 3.,1943-08-23,1943-Ago.-23,2 f.u.,FDL-2902,,Lima
Denegri-Documentos.xlsx,1944-Ago.-29,,Carta de felicitación firmada por M. Dayet al diputado Miguel Morán por iniciativa de moción de simpatía al pueblo de Francia.,Texto mecanografiado. Autógrafa Original. Contiene copias. Caja 3.,1944-08-29,1944-Ago.-29,4 f.u.,FDL-2903,,Lima
Denegri-Documentos.xlsx,1944-May.- ?,,Exposición de motivos del anteproyecto de necesidades del Cuerpo de Investigación y Vigilancia en el presupuesto de la República para el año 1945.,Texto mecanografiado. Copias del documento. Caja 3.,,1944-May.- ?,16 f.u.,FDL-2904,,Lima
Denegri-Documentos.xlsx,S,,Desdoblamiento del capital de la Compañía Nacional de Cemento.,Texto mecanografiado. Copias del documento. Caja 3,,S/F,3 f.u.,FDL-2905,F,S/L
Denegri-Documentos.xlsx,1936-Jul.- ?,,"Carta dirigida al director del diario ""El Unversal"" refiriendose a la ley que aumenta la indemnización a los empleados despedidos.",Texto mecanografiado. Caja 3.,,1936-Jul.- ?,3 f.u.,FDL-2906,,Lima
Denegri-Documentos.xlsx,1944-Set.-25,,"Pedido del Diputado por Huaraz, Miguel A. Morán, sobre el control en el suministro y venta del pescado fresco, su exportación y elaboración en conservas.",Texto mecanografiado. Caja 3,,1944-Set.-25,4 f.u.,FDL-2907,,Lima
Denegri-Documentos.xlsx,1942-Feb.-27,,Observaciones y sugerencias hechas por Miguel Morán sobre la defensa de la costa peruana.,Texto mecanografiado. Borrador y copia de del documento. Caja 3.,1942-02-27,1942-Feb.-27,14 f.u.,FDL-2908,,Lima
Denegri-Documentos.xlsx,1941-Nov.-04,,Dictamen de las comision principal de ley sobre el alza de los derechos arancelarios de importación.,Texto mecanografiado. Borrador y copia de del documento. Caja 3.,1941-11-04,1941-Nov.-04,3 f.u.,FDL-2909,,Lima
Denegri-Documentos.xlsx,1940-Dic.-20,,"Pedido hecho por la Federación de la Mesocracia del Perú, al diputado por Huaraz, Miguel Morán, sugiriendo que la recaudación de impuestos vaya dirigida a la industria agropecuaria.",Texto mecanografiado. Copia del documento. Caja 3.,1940-12-20,1940-Dic.-20,2 f.u.,FDL-2910,,Lima
Denegri-Documentos.xlsx,1940-Oct.-11,,Presupuesto formulado por el Ing. M.G. Delgado para la conclusión de obras hechas en la corte superior de Ancash.,Texto mecanografiado. Original. Sello y rúbrica. Caja 3.,1940-10-11,1940-Oct.-11,2 f.u.,FDL-2911,,Huaraz
Denegri-Documentos.xlsx,1940-Oct.-21,1940-10-31,Sesiones de la Corte Superior de Ancash sobre el mal estado de sus instalaciones.,Texto mecanografiado. Original. Sello y rúbrica. Caja 3.,1940-10-21,1940-Oct.-21 / 1940-Oct.-31,5 f.u.,FDL-2912,1940-Oct.-31,Huaraz
Denegri-Documentos.xlsx,1942-Ago.-27,,Exposición de motivos del proyecto de ley que se envía al congreso nacional modificando la tasa del impuesto a las utilidades.,Texto mecanografiado. Copia del documento oficial. Caja 3.,1942-08-27,1942-Ago.-27,3 f.u.,FDL-2913,,Lima
Denegri-Documentos.xlsx,S,,Memorándum agrícola sobre la verdadera situación de la agricultura en la costa peruana,Texto macanografiado. 6 copias del documento Original. Caja 3.,,S/F,12 f.u.,FDL-2914,F,S/L
Denegri-Documentos.xlsx,S,,"Solicitud por parte de Luis Galvez Chipoco, director de la Confederación Peruana de Atletismo, para el aumento del presupuesto para viaje de la delegación atletica del Perú a la Confederación Sudamericana de Atletismo.",Texto mecanografiado. Original. Rúbrica. Caja 3.,,S/F,2 f.u.,FDL-2915,F,S/L
Denegri-Documentos.xlsx,1940-Nov.-02,,"Oficio enviado al ministro de Justicia y Culto por parte del diputado por Huaraz, Miguel Morán, solicitando una subvención para la continuación de los trabajos de reconstrucción del Templo de Belén.",Texto mecanografiado. Copia del documento oficial. Caja 3.,1940-11-02,1940-Nov.-02,2 f.u.,FDL-2916,,Lima
Denegri-Documentos.xlsx,1940-Nov.-25,,"Respuesta al pedido de subvención para la reconstrucción de muros y dorado de los altares del Templo de Belén por parte del ministro de Justicia y Culto, Lino Cornejo.",Texto mecanografiado. Original. Rúbrica.Caja 3.,1940-11-25,1940-Nov.-25,1 f.u.,FDL-2917,,Lima
Denegri-Documentos.xlsx,1940-Oct.-30,,"Oficio remitido al diputado por Huaraz, Miguel Morán, por parte del director del Museo Arqueológico de Ancash para la adquisición de un nuevo local para la Institución.",Texto mecanografiado. Original. Rúbrica. Contiene presupuesto para el Museo. Caja 3.,1940-10-30,1940-Oct.-30,3 f.u.,FDL-2918,,Huaraz
Denegri-Documentos.xlsx,S,,"Dictamen de la comisión segunda de Hacienda en ele proyecto ley que crea el impuesto adicional a la cerveza con fines de liberación moral, economica y cultural de los ciegos del Perú.",Texto mecanografiado. Copia de documento oficial. Incompletao. Caja 3.,,S/F,2 f.u.,FDL-2919,F,S/L
Denegri-Documentos.xlsx,1772- Jul.- 25,1774-10-03,Información de cuentas hechas por el mayordomo Juan Manuel Moscoso del cual hay dos notaciones pertenecientes a Pedro Calderón y otro al obispo de Tucuman.,Texto manuscrito. Caja 56.,1772-07-25,1772- Jul.- 25/ 1774- Oct.- 03,1 f.u.,FDL-2920,1774- Oct.- 03,Arequipa
Denegri-Documentos.xlsx,1852- Nov.- 19,,"Carta remitida por Manuel de la Puente, dirigido hacia el señor prefecto coronel del departamento.",Texto manuscrito. Caja 56.,1852-11-19,1852- Nov.- 19,1 f.u.,FDL-2921,,Arequipa
Denegri-Documentos.xlsx,1678- Ene.- 28,1678-01-25,Notificación sobre legalidad de ciertas propiedades de Antonio de Jilua[ ?].,"Texto manuscrito. Documento incompleto, con border dañados. Caja 56.",1678-01-28,1678- Ene.- 28/ 1678- Ene.- 25,1 f.u.,FDL-2922,1678- Ene.- 25,Arequipa
Denegri-Documentos.xlsx,S,,Carta de doña María de Campos y Rivero sobre venta real de tierras que habria hecho con su tio Vicente del Rivero.,"Texto manuscrito. Documento incompleto, bordes destruidos, con agujeros. Caja 56.",,S/F,1 f.u.,FDL-2923,F,Arequipa
Denegri-Documentos.xlsx,1757- Jun.- 10,1761-03-30,Estado de cuentas donde se comparan las distintas cantidades de dinero que disponia el regidor E. Rivero.,"Texto manuscrito. Documento cocido y dañado en los bordes, con agujeros. Caja 56.",1757-06-10,1757- Jun.- 10/ 1761- Mar.- 30,4 f.u.,FDL-2924,1761- Mar.- 30,Arequipa
Denegri-Documentos.xlsx,1746- May.- 02,1777-10-11,Testamento de doña Catalina de Arebalo Benavides dejando sus bienes a su sobrino Domingo patrono de Arevalo.,"Texto manuscrito. Documento cocido, con daños en los bordes. Caja 56.",1746-05-02,1746- May.- 02/ 1777- Oct.- 11,6 f.u.,FDL-2925,1777- Oct.- 11,Arequipa
Denegri-Documentos.xlsx,1766- May.- 02,,"Inventario realizado con el respaldo del Capitán Ignacio Corso Negnom, pedido por el doctor Joachim de Vilches y Antonio Vilches sobre los bienes de Juana de Eguiluz (?) y la repartición de estos.","Texto manuscrito. Documento cocido, manchado y deteriorado. Caja 56.",1766-05-02,1766- May.- 02/ 1777- Set.- 11,21 f.u.,FDL-2926,1777- Set.- 11,Arequipa
Denegri-Documentos.xlsx,1652- Feb.- 08,1697-12-07,"Traslado de bienes de doña Petronila de Miranda quien mando fundar capellanias en la viña del Valle de Vitor, cuyos bienes fueron comprados por Sebastian Sosa.","Texto manuscrito. Documento cocido, manchado y deteriorado en los bordes. Caja 56.",1652-02-08,1652- Feb.- 08/ 1697- Dic.- 07,10 f.u.,FDL-2927,1697- Dic.- 07,Arequipa
Denegri-Documentos.xlsx,1750- Oct.- 06,,Entrega de cuatrocientos pesos de embargo del tribunal de la cruzada al regidor perpetuo Manuel de Rivero y Salazar por parte del maestre Lorenzo de Oyanguren.,"Texto manuscrito. Documento incompleta, con bordes dañados. Caja 56.",1750-10-06,1750- Oct.- 06,1 f.u.,FDL-2928,,Arequipa
Denegri-Documentos.xlsx,S,,"Clausa testamentaria de Antonio Rivero, donde destina una parte de sus bienes para cubrir sus deudas.","Texto manuscrito. Documento incompleta, con bordes dañados. Caja 56.",,S/F,1 f.u.,FDL-2929,F,Arequipa
Denegri-Documentos.xlsx,1763- Mar.- 14,,Entrega de escrituras de venta por parte del maestre Manuel de Rivero y Salazar a Pedro de Quintanilla que le compro a Clara Zegarra de Cuba.,"Texto manuscrito. Documento incompleta, con bordes dañados. Caja 56.",1763-03-14,1763- Mar.- 14,1 f.u.,FDL-2930,,S/L
Denegri-Documentos.xlsx,S,,"Inventario de bienes del maestre Sancho de Arebalo Briseño y Cathalina de Benavides Davalos, hecho por Pedro de Loaysa.","Texto manuscrito. Documento dañado por la tinta y bordes, con rupturas en la mitad. Caja 56.",,S/F,10 f.u.,FDL-2931,F,Arequipa
Denegri-Documentos.xlsx,1835- May.-16,1835-05-17,Diploma otorgado a José Rivero por el presidente José Luis Orbegoso en reconocimiento de las actividades realizadas en su puesto de Administrador de Aduanas en Arica.,Texto impreso. Rúbricas Originales. Fuera de Caja. FormatoA3 (Prov.),1835-05-16,1835- May.-16 / 1835- May.-17,1 f.u.,FDL-2932,1835- May.-17,Arequipa
Denegri-Documentos.xlsx,1826- Set.- 23,,"Diploma donde el presidente del consejo de gobierno de la República del Perú Andes de Santa Cruz, reconociendo los meritos y servicios de José del Rivero y Beroain, teniente adminstrador de la aduna de Quilca.",Texto impreso. Rúbricas Originales. Fuera de Caja. FormatoA3 (Prov.),,1826- Set.- 23,1 f.u.,FDL-2933,,Arequipa
Denegri-Documentos.xlsx,1836- Nov.-21,,"Diploma de reconocimiento de meritos, servicios y cualidades al comisario ordenador José Rivero por parte del restaurador y presidente de Bolivia Andrés de Santa Cruz.",Texto impreso. Rúbricas Originales. Fuera de Caja. FormatoA3 (Prov.),1836-11-21,1836- Nov.-21,1 f.u.,FDL-2934,,S/L
Denegri-Documentos.xlsx,1844- Jun.- 01,,"Diploma donde el director provisional de la republica peruana Manuel ignacio de Vivanco, reconoce los meritos y servicios del coronel de infanteria del Ejército José Rivero, nombrandolo brigadier de los Ejércitos. nacionales.",Texto impreso. Rúbricas Originales. Fuera de Caja. FormatoA3 (Prov.),1844-06-01,1844- Jun.- 01,1 f.u.,FDL-2935,,Arequipa
Denegri-Documentos.xlsx,1843- Mar.- 22,,"Diploma donde el director provisional de la republica peruana Manuel ignacio de Vivanco, reconoce los meritos y servicios del coronel de infanteria del Ejército José Rivero, nombrandolo prefecto del departamento de Arequipa.",Texto impreso. Rúbricas Originales. Fuera de Caja. FormatoA3 (Prov.),1843-03-22,1843- Mar.- 22,1 f.u.,FDL-2936,,Arequipa
Denegri-Documentos.xlsx,1843- mar.- 10,,"Diploma otorgado por el general del Ejército nacional Manuel Ignacio de Vivanco a José Riveor prefecto del departamento de Arequipa, nombrandolo comisario ordenador de Ejército.",Texto impreso. Rúbricas Originales. Fuera de Caja. FormatoA3 (Prov.),1843-03-10,1843- mar.- 10,1 f.u.,FDL-2937,,Arequipa
Denegri-Documentos.xlsx,1853- Dic.- 31,,"Carta remitida por M. basilio de la Fuente, dirigida al señor director general de hacienda.",Texto manuscrito. Contiene sello y rúbricas orginiales. Caja 54.,1853-12-31,1853- Dic.- 31,1 f.u.,FDL-2938,,Arequipa
Denegri-Documentos.xlsx,1852.- Ene.- 31,1852-10-16,"Carta remitida por manuel Lopéz, dirigida al señor coronel prefecto don José Rivero.",Texto manuscrito. Contiene rúbricas orginiales. Caja 54.,1852-01-31,1852.- Ene.- 31/ 1852- Oct.- 16,3 f.u.,FDL-2939,1852- Oct.- 16,Vitor (Arequipa)
Denegri-Documentos.xlsx,1829- Jul.- 13,,carta remitida por Juan Francisco de reyes dirigida al señor prefecto de la provincia de Tacna.,Texto manuscrito. Contiene sello y rúbrica orginiales. Caja 54.,1829-07-13,1829- Jul.- 13,1 f.u.,FDL-2940,,Arequipa
Denegri-Documentos.xlsx,1804- Jun.- 07,,"Oficio del presidente de la Audiencia de Quito al Virrey del Peru, dándole cuenta que los pliegos que remitió el gobernador de Maynas y Quijas permanecieron hasta esa fecha en la estafita por falta de comúnicación con esas provincias.","Manuscritos fotocopiados. 1 Unidad, Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.",1804-06-07,1804- Jun.- 07,2 f.u.,FDL-2941,,Maynas (Loreto)
Denegri-Documentos.xlsx,1860- Ago.- 28,,Oficio del presidente de Quito al gobernador de Maynas avisándole haber dado al teniente de Pasto para que deje libre el ejercicio de sus funciones al teniente Aguarico.,Manuscrito fotocopiado.Documento procedente de archivo de lmites del ministeo de RR. EE. Caja 8.,1860-08-28,1860- Ago.- 28,1 f.u.,FDL-2942,,Moyobamba
Denegri-Documentos.xlsx,1816- Feb.- 17,,Carta del marqués de la Concordia al ministro Veador de maynas manifestándole que se han impuesto del motivo que retardo la formación de padrones para la contribución de Indios de Moyobamba.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1816-02-17,1816- Feb.- 17,1 f.u.,FDL-2943,,Lima
Denegri-Documentos.xlsx,1805- Oct.- 13,,Oficios de los virreyes: Aviles y Abascal al gobernador de maynas sobre el envío de caudales.,Manuscrito fotocopiado. Documento transcrito del Original en 1860- Ago.- 20/ 1888- Dic.- 13. Caja 8.,1805-10-13,1805- Oct.- 13/ 1817-?-15,6 f.u.,FDL-2944,1817-?-15,Lima
Denegri-Documentos.xlsx,1814- Ene.- 3,1817-12-19,"Tres oficios dirigidos al gobernador de Maynas, sobre cobro de tributos a los indios de Lamas y organización del Cablildo de la ciudad del mismo nombre.","Manuscrito fotocopiado. 1 Unidad,Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.",1814-01-03,1814- Ene.- 3/ 1817- Dic.- 19,4 f.u.,FDL-2945,1817- Dic.- 19,"Lima, Lamas( san Martín)"
Denegri-Documentos.xlsx,1825- Ene.- 15,1825-08-22,Oficios del gobernador de las misiones de Maynas al intendente de la provincia del mismo nombre.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1825-01-15,1825- Ene.- 15/ 1825- Ago.- 22,84 f.u. 18 f. b.,FDL-2946,1825- Ago.- 22,Maynas (Loreto)
Denegri-Documentos.xlsx,1813- Dic.- 30,,Relación quee hace el gobernador interino de Maynas don manuel Fernández Alvarez del donativo voluntario de la Provincia de Quijas.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1813-12-30,1813- Dic.- 30/ 1814- Set.- 23,18 f.u.,FDL-2947,1814- Set.- 23,"Maynas, Quito"
Denegri-Documentos.xlsx,1810- Oct.- 28,1816-05-23,Catorce oficios del Virrey del Perú al gobernador de Maynas sobre el consejo de regencia en España.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1810-10-28,1810- Oct.- 28/ 1816- May.- 23,16 f.u.,FDL-2948,1816- May.- 23,"Maynas, Lima"
Denegri-Documentos.xlsx,1816- May.- 07,,Oficio del Virrey del Perú al gobernador de Maynas sobre Licenciamiento del ejército y pago de militares.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1816-05-07,1816- May.- 07,2 f.u.,FDL-2949,,Lima
Denegri-Documentos.xlsx,1811- Ago.- 31,1814-07-09,"Diez oficios del Virrey del Perú, al gobernador de Maynas relativas a la provisión de empleos vacantes.",Manuscritos fotocopiados. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1811-08-31,1811- Ago.- 31/ 1814- Jul.- 09,6 f.u.,FDL-2950,1814- Jul.- 09,Lima
Denegri-Documentos.xlsx,1811- Mar.- 21,1814-03-15,Diez oficios del Virrey del Perú al gobernador de Maynas sobre la instalación de las cortes gnerales y extraordinarias de Cádiz.,Fotocopias. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1811-03-21,1811- Mar.- 21/ 1814- Mar.- 15,8 f.u.,FDL-2951,1814- Mar.- 15,Lima
Denegri-Documentos.xlsx,1808- Oct.- 20,1814-05-28,Cinco oficios del Virrey al gobernador de Maynas solicitando donativos de dinero para enviar a España.,Fotocopias. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1808-10-20,1808- Oct.- 20/ 1814- May.- 28,8 f.u.,FDL-2952,1814- May.- 28,Lima
Denegri-Documentos.xlsx,1808- Set.- 20,1814-06-17,Nueve oficos del Virrey del Perú el marqués de la Concordia al gobernador de Maynas referentes a los consejos de guerra.,Manuscritos fotocopiados. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,,1808- Set.- 20/ 1814- Jun.- 17,11 f.u.,FDL-2953,1814- Jun.- 17,Lima
Denegri-Documentos.xlsx,1809- Jun.- 16,1813-07-21,Cuatro oficios del Virrey del Perú al gobernador de Maynas referentes a la administración de la Real Hacienda.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1809-06-16,1809- Jun.- 16/ 1813- Jul.- 21,8 f.u.,FDL-2954,1813- Jul.- 21,"Lima, Quito"
Denegri-Documentos.xlsx,1811- Set.- 18,,Oficio del Virrey del Perú al gobernador de maynas sobre el cumplimiento de las ordenanzas militares.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,,1811- Set.- 18,2 f.u.,FDL-2955,,Lima
Denegri-Documentos.xlsx,1814- Mar.- 04,1818-01-17,Nueve oficios del Virrey del Perú y otro del gobernador de Maynas sobre el nombramiento de militares.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1814-03-04,1814- Mar.- 04/ 1818- Ene.- 17,13 f.u.,FDL-2956,1818- Ene.- 17,Lima
Denegri-Documentos.xlsx,1808- Ago.- 09,1808-12-25,Oficio del Virrey del Perú y otro del gobernador de Maynas relativos a la sucesión de la monarquía española.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1808-08-09,1808- Ago.- 09/ 1808- Dic.- 25,2 f.u.,FDL-2957,1808- Dic.- 25,"Lima, Maynas (Loreto)"
Denegri-Documentos.xlsx,1804,,Borrador sobre el cumplimiento de la cedula del 15 de Junio de 1802 dirigida por el gobernador de Maynas al Virrey del Perú.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,,1804,1 f.u.,FDL-2958,,Maynas (Loreto)
Denegri-Documentos.xlsx,1806- Ene.- 22,,Correspondencia del Virrey del perú con el gobernador de Maynas.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1806-01-22,1806- Ene.- 22/Oct.- 06,19 f.u.,FDL-2959,Oct.- 06,Lima
Denegri-Documentos.xlsx,1806-Ene.- 22,,Superiores ordenes. Decretos y nombramientos de autoridades políticas para Maynas.,Manuscritos fotocopiados. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,1806-01-22,1806-Ene.- 22/Dic.- 17,27 f.u.,FDL-2960,Dic.- 17,Maynas
Denegri-Documentos.xlsx,1806- Jun.- 28,1858-01-18,Petición al presidente del tribunal mayor de cuentas sobre la relación de los libros de archivo donde se registren los nombres de las autoridades que han estado a cargo de los goviernos de Maynas y Quijos.,Manuscrito fotocopiado. 3 Unidades. Caja 8.,1806-06-28,1806- Jun.- 28/ 1858- Ene.- 18,16 f.u.,FDL-2961,1858- Ene.- 18,Lima
Denegri-Documentos.xlsx,1810- Abr.- 25,,Oficio del gobernador de Quijos al Virrey del Perú dándole cuenta del fallecimiento de don Diego Calvo Gobernador de Maynas.,Manuscrito fotocopiado. Caja 8.,1810-04-25,1810- Abr.- 25,1 f.u.,FDL-2962,,Lima
Denegri-Documentos.xlsx,1811- Set.- 04,,Oficio del Virrey del Perú al gobernador de Maynas para el cumplimiento de la real orden del 20 de Julio de 1809 para que remita una relación de la visita hecha a su provincia.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,,1811- Set.- 04,2 f.u.,FDL-2963,,Lima
Denegri-Documentos.xlsx,1804- Abr.- 10,1805-05-14,Expediente obrado con motivo de un decreto del Virrey del Perú por el que se ordena pedir informers sobre las rutas más prontas y faciles por donde se puedan conducir la correspondencia de Lima a Maynas a Quijos.,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,1804-04-10,1804- Abr.- 10/ 1805-May.- 14,18 f.u.,FDL-2964,1805-May.- 14,"Lima, Ambato (Huancavelica)"
Denegri-Documentos.xlsx,1809- Ene.- 31,1811-03-18,Libro de la correspondencia del tesorero de Maynas José Francisco Benites y el Virrey del Perú.,"Manuscrito fotocopiado. 2 Unidades, documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.",1809-01-31,1809- Ene.- 31/ 1811- Mar.- 18,20 f.u.,FDL-2965,1811- Mar.- 18,Maynas (Loreto)
