__fuente__,signatura,folios,fecha_topica,fecha_cronica_iso,fecha_cronica,observaciones,descripcion
Denegri-Documentos.xlsx,FDL-1538,2 f.u.,Santiago de Chile.,fecha inválida,1822-Feb.-09/Feb.-21,2 Unidades.,Correspondencia al Ministro de Estado en el departamento de Guerra y Marina.
Denegri-Documentos.xlsx,FDL-1539,2 f.u.,s/l.,fecha inválida,s/f.,1 Unidad.,Correspondencia del coronel Federico de Brandren al coronel Francisco Pinto sobre el pago de haberes al Ejército.
Denegri-Documentos.xlsx,FDL-1540,1 f.u. Y 1 f.b.,Lima.,fecha inválida,1884-Ago.-02,Se encuentra deteriorado en un 5%.,"Solicitud de Leónidas Nieto a la vicepresidencia de la Sociedad de Fundadores de la Independencia y vencedores del 2 de Mayo, solicitando ingresar a dicha sociedad por ser hijo legítimo de Domingo Nieto."
Denegri-Documentos.xlsx,FDL-1541,1 f.u.,Callao.,1852-07-30,1852-Jul.-30,,Correspondencia de Juan Fanning desde la fragata del estado………?
Denegri-Documentos.xlsx,FDL-1542,2 f.u.,s/l.,fecha inválida,s/f.,,Parte de correspondencia militar informando su estado y situación.
Denegri-Documentos.xlsx,FDL-1543,1 f.u.,Lima.,1830-07-01,1830-Jul.-01,,Recibo de la Suprefectura de la provincia de Lima por contribución semestral.
Denegri-Documentos.xlsx,FDL-1544,1 f.u.,Lima.,1860-07-25,1860-Jul.-25,,Carta de pago a Marcelino? Valderrama del coronel Juan Antonio Torrico por herencia.
Denegri-Documentos.xlsx,FDL-1545,2 f.u.,Lima.,fecha inválida,1837-Ago.-04,,Oficio dirigido al secretario Juan Cosio en donde se hace la demanda por Manuel Menéndez por lo que se le adeuda en contra de doña Andrea Mendoza viuda de José Sancho Dávila.
Denegri-Documentos.xlsx,FDL-1546,1 f.u.,Lima.,1800-05-02,1800-May.-02,,"Carta al Administrador General de la Real Aduana, sobre el cargamento de papel en la fragata ""La Única"" que sigue viaje a Guayaquil."
Denegri-Documentos.xlsx,FDL-1547,2 f.u.,Tacna.,1804-03-27,1804-Mar.-27,El documento se encuentra quemado por la tinta en un 2%.Ant. Sig. F56.,"Carta al gobernador Bartolomé Mejía de Salamanca por Francisco de Zela, para comúnicar sobre el estado de los armazones de los callanes."
Denegri-Documentos.xlsx,FDL-1548,1 f.u.,Arequipa.,fecha inválida,1807-Set.-08,Ant. Sig. F56,Carta del padre fray Antonio Gómez de Germán Antonio Jiménez.
Denegri-Documentos.xlsx,FDL-1549,1 f.u.,Lima.,1809-03-26,1809-Mar.-26,Ant. Sig. F56,Carta del Arzobispo de Lima en donde se comúnica su satisfacción por la llegada de las bulas dirigidos a José Pérez Armendaris.
Denegri-Documentos.xlsx,FDL-1550,2 f.u.,La Paz.,fecha inválida,1810-Ene.-29,,Manifiesto del cuartel general de la Paz por José Manuel Goyeneche.
Denegri-Documentos.xlsx,FDL-1551,2 f.u.,Puno.,1810-03-28,1810-Mar.-28,1 Unidad.,"Traslado de la Real Orden fechada en Sevilla el 26 de abril de 1805 con el cual se otorga a María Gertrudis Ugalde, viuda del coronel Nicolás Tournier para que se le autorice su fe de vida y pueda cobrar su pensión."
Denegri-Documentos.xlsx,FDL-1552,2 f.u.,"Lima, Puno.",fecha inválida,1810-Nov.-10/Dic.-01,Documento visado.1 Unidad.,Traslado del auto prohibido por el Real Acuerdo en el expediente fechado el 18 de noviembre donde se haga cumplimiento de la interceptación de la correspondencia con provincia de Buenos Aires.
Denegri-Documentos.xlsx,FDL-1555,1 f.u. y 1 f.b.,La Plata.,fecha inválida,1812-Dic.-09,1 Unidad.,Carta al Virrey Marques de la Concordia por el uso del papel sellado firma Juan Ramírez.
Denegri-Documentos.xlsx,FDL-1553,1 f.u.,"La Plata, Cochabamba.",fecha inválida,1811-Ene.-31/Feb.-18,"Documento visado, 1 Unidad.",Orden Superior la cual pide se omita el triplicado de los libros de cuenta y su cumplimiento respectivo a los ministros de la caja principal.
Denegri-Documentos.xlsx,FDL-1554,1 f.u.,Arequipa.,fecha inválida,1811-Ago.-06,El documento se encuentra roto en la parte superior.,Respuesta al oficio N° 118 con referencia al envió de reos al Puerto del Callao.
Denegri-Documentos.xlsx,FDL-1556,1 f.u.,Cuzco.,1813-02-18,1813-Feb.-18,1 Unidad.,Solicitud la cual pide se transcriba el decreto al pedimento de Marcelino Pinto sobre la paga de la capellanía de su hijo.
Denegri-Documentos.xlsx,FDL-1557,1 f.u.,Lima.,1813-05-04,1813-May.-04,1 Unidad.,Recibo de pago de los señores del Real Tribunal de Minería a favor de Carlos Fleisdis.
Denegri-Documentos.xlsx,FDL-1558,1 f.u.,Cuzco.,1813-02-11,1813-Feb.-11,1 Unidad. Ant. Sig. F55,Carta de Mateo Pumacahua a los señores electores de la ciudad del Cuzco.
Denegri-Documentos.xlsx,FDL-1559,1 f.u.,Lima.,fecha inválida,1813-Dic.-01,Deteriorado por la tinta y por polilla en un 6%.Ant. Sig. F56.,Nota la cual señala se hizo entrega al público una función de matemáticas en la Universidad Mayor de San Marcos en Lima por un alumno del Convictorio de San Carlos.
Denegri-Documentos.xlsx,FDL-1560,2 f.u.,Lima.,fecha inválida,1813-Set.-16/Oct.-30,"Documento visado,1 Unidad. Ant. Sig. F56.",Carta donde el Virrey Marqués de la Concordia manda acuñar monedas de oro y plata a la casa de la moneda para premiarlos servicios de algunos caciques a la nación española.
Denegri-Documentos.xlsx,FDL-1561,3 f.u.,Lima.,fecha inválida,1813-Oct.-17/Oct.-21,1 Unidad.,Solicitud del cura de Moyobamba José María Padilla para que se le paguen la deuda de doscientos cinco pesos y cuatro reales que legalmente le corresponde de parte del cabildo.
Denegri-Documentos.xlsx,FDL-1562,3 f.u.,Lima.,fecha inválida,1814-Jul.-23/Jul.-29,2Unidades. Ant. Sig.F56.,Respuesta de Antonio Pasadillo alcalde de la cárcel de la pescadería con respecto al auto mandado por el juez constitucional para que deje el cargo y en su lugar reponga a José Jaramillo como alcalde de la cárcel. También inventario respectivo de los presos existentes que hizo entrega Antonio Pasadillo a José Jaramillo.
Denegri-Documentos.xlsx,FDL-1563,2 f.u.,Lima.,fecha inválida,1814-Abr.-19,1 Unidad.,Auto donde queda certificado que la sublevación y autos delincuentes han sido averiguados con los respectivos testimonios de los reos que han sido detenidos y los que no han sido detenidos serán buscados en calidad de prófugos en Arequipa y serán puestos en prisión.
Denegri-Documentos.xlsx,FDL-1564,1 f.u.,s/l.,fecha inválida,1815-Ene.-01,1 Unidad,Carta del ministerio universal de indios poniendo de conocimiento al virrey del Perú sobre la llegada de la correspondencia de la Real Hacienda y asuntos de justicia y gobierno a lo cual daran el curso conveniente.
Denegri-Documentos.xlsx,FDL-1565,1 f.u.,Cuzco.,fecha inválida,1816-Ago.-11,,Carta del general en jefe del Ejército del Alto Perú al virrey con respecto al envió del contingente mensual de junio y julio.
Denegri-Documentos.xlsx,FDL-1566,1 f.u.,Inpisa.,fecha inválida,1817-Dic.- 06,,Relación de desertores que a tenido el batallón.
Denegri-Documentos.xlsx,FDL-1567,1 f.u.,Lima.,1816-05-04,1816-May.-04,,Fragmento de expediente que certifica de que manera se hizo la repartición de diez mil pesos entregados de parte de Pedro Iriarte.
Denegri-Documentos.xlsx,FDL-1568,1 f.u.,Arequipa.,1819-02-07,1819-Feb.-07,1 Unidad,Carta al Sr. Brigadier Pío Tristán comandante general de Cuzco de José Carratala y el cual pide se le de pase para aprender a desertores del cuerpo de reserva y reclutar voluntarios.
Denegri-Documentos.xlsx,FDL-1569,1 f.u.,Huancayo.,1824-07-24,1824-Jul.-24,,El general Canterac pide al tesorero se le entregue 10 pesos a favor de Francisco Berroa
Denegri-Documentos.xlsx,FDL-1570,1 f.u.,Lima.,fecha inválida,1838- Feb.-01,Antigua signatura. F56,Carta dirigida al Prior de San Juan de Dios sobre el cobro de un censo que uno de sus religiosos realizó en una comunidad.
Denegri-Documentos.xlsx,FDL-1571,10 f.u.,s/l.,1829-01-01,1829,"7 Unidades, antigua signatura: F56. Solo en algunos documentos consta fecha además algunos documentos se estan resquebrajando.","Carta y estados de cuentas relativos a panaderos sus gastos, problemas, etc."
Denegri-Documentos.xlsx,FDL-1572,29 f.u.,s/l.,fecha inválida,s/f.,"22 Unidades, antigua signatura: F56. Algunos documentos estan resquebrajados.","Miselania de documentos varios sobre diferentes temas como sonetos de autores anónimos, solicitudes, transcritos, tratados, ensayos, etc."
Denegri-Documentos.xlsx,FDL-1573,1 f.u. 1f.b.,"Madrid, Lima.",1820-06-24,1820-Jun.-24,antigua signatura: F56. Manuscrito.,Oficio sobre la prórroga de la deuda a Manuel del Burgo Alvarez por real orden de 1817.
Denegri-Documentos.xlsx,FDL-1574,1 f.u.,Lima.,1820-10-31,1820-Oct.-31,antigua signatura: F56.,El doctor Joaquín de la Riva solicita el pago de 327 pesos y 6 reales por la impresión de mil ejemplares de intrucción.
Denegri-Documentos.xlsx,FDL-1575,2 fu.,Lima.,fecha inválida,1820-Nov.-24/1820-Nov.-04/Nov.-25,"2 Unidades, antigua signatura: F56",Solicitud del Conde de Castañeda de Limos para la entrega de posesión dela hacienda La Molina a su hijo José García Morenio
Denegri-Documentos.xlsx,FDL-1576,1 f.u.,s/l.,1815-01-01,1815,Antigua signatura F56,"""Hoja principal de actos criminales seguidos ante el alcalde ordinario de San Juan Bautista Zaballe contra el alcaide de la real cárcel de corte José Jaramillo por la salida del preso Juan Flores."""
Denegri-Documentos.xlsx,FDL-1577,1 f.u.,La Plata.,fecha inválida,1820-Abr.-27,Antigua signatura: F56,"Carta dirigida al dignísimo Obispo de Arequipa por el capellán Hermelindo Delgado agradeciendo su gratitud al recibirlo."""
Denegri-Documentos.xlsx,FDL-1578,7 f.u. y 1 f.b.,Tacna.,fecha inválida,1821- Mar.- 26,Antigua signatura: F56. Documento cosido,Informe del escribano público Juan Benavides dirigido a su Majestad dirigido para la relevancia de la sub - delegación y comandancia militar del partido de Arica.
Denegri-Documentos.xlsx,FDL-1579,2 f.u.,"Guanracacat, San Lázaro, Tenyaguarco.",1824-02-01,1824-Feb.-01,1 Unidad,"""Solicitud de los alcaldes del pueblo Guanracacat y San Lázaro y Tenyaguarco para que se examine a su thenor testigo Miguel Uantas"""
Denegri-Documentos.xlsx,FDL-1580,2f.,Lima.,fecha inválida,1852-Jul.-11/Ago.-15,2 Unidades.,Caso del pueblo de Zaraos en el distrito de Carampampa sobre tierras.
Denegri-Documentos.xlsx,FDL-1581,21 f.u. y 1 f.b.,Ica.,1804-10-23,1804-Oct.-23,"1 Unidad suelta, cosido con carátula.","""Actos que sigue Ramón Agustín de la Padilla contra doña Mercedes Salazar sobre el derecho a un solar en el juzgado del Subdelegado de oficio de cabildo."""
Denegri-Documentos.xlsx,FDL-1582,1 f.u.,Lima.,fecha inválida,1840-Set.,1 Unidad.,Carta de José Panizoa los editores del Comercio para aclarar sobre un artículo que se publicó en ese diario el 14 del mes pasado n° 374.
Denegri-Documentos.xlsx,FDL-1583,1 f.u.,s/l.,fecha inválida,1815-Mar.-01/1826-Jun.,El documento se encuentra doblado por la mitad.,Razón de Contribuciones que han pedido el ejércitos Español e Independiente desde el año de 1815-1826.
Denegri-Documentos.xlsx,FDL-1584,1 f.u.,Lima.,1835-11-20,1835-Nov.-20,,La Hacienda de la junta Municipal se pone de acuerdo para fijar los precios de las harinas y el trigo mediante un decreto.
Denegri-Documentos.xlsx,FDL-1585,2 f.u.,Huamanga.,1601-02-16,1601-Feb.-16,El papel esta desgastado.,El virrey Luis de Velasco hace entrega de indios a la hacienda de Francisco de Torres para que trabajen en esta y con sus respectivos ganados.
Denegri-Documentos.xlsx,FDL-1586,4 f.u.,Castrovirreyna (Huancavelica),fecha inválida,1627- Nov. 20 [1627-Oct.-20],Manuscrito. 2 Unidades. Contiene hongos.,"Auto sobre el fraude que se halló en Sevilla en ensayo de las barras (oro y plata) notificado al ensayador Enrique López, lo cual ha sido copiada en el libro de provisiones."
Denegri-Documentos.xlsx,FDL-1587,1 f.u.,Lima.,1644-03-10,1644-Mar.-10,1 Unidad.,Carta para el Administrador de indios para ser entregadas al Fiscal la cantidad referida.
Denegri-Documentos.xlsx,FDL-1588,1 f.u.,Santa Cruz de Caravancha.,1693-10-22,1693-Oct.-22,Papel sellado cuarto.,Solicitud del capitán Francisco Caballero de Quiroz certifica la petición de 80 indios mitayos al capitán Gaspar Ramírez y Loredo.
Denegri-Documentos.xlsx,FDL-1589,1 f.u.,Arequipa.,1614-07-12,1614-Jul.-12,,Sobre la deuda y la paga a Juan Ruiz de Monjaraz a causa de una provisión de tierras.
Denegri-Documentos.xlsx,FDL-1664,1 f.u.,Guayaquil.,1828-05-04,1828-May-04,"1 Unidad, manuscrito",Carta de asuntos Militares por José Antonio Méndez a José Boterín.
Denegri-Documentos.xlsx,FDL-2312,6 f.u.,Arequipa.,fecha inválida,1887-Feb.-22/ 1888-Feb.-19,"Texto manuscrito, 4 Unidades, procede de la caja 48.",Documentos sobre la construcción de corredores en el mercado de San Camilo. Incluye las rectificaciones.
Denegri-Documentos.xlsx,FDL-2313,8 f.u,Lima.,fecha inválida,s/f.,"Texto manuscrito. 2 Unidades, procede de la caja 48.","Documentos en el que se señalan los términos parala creación del ""Banco central del Perú"". Incluye las rectificaciones."
Denegri-Documentos.xlsx,FDL-2314,18 f.u.,Lima.,fecha inválida,1888-Nov.-03/1892-Jun.-20,"8 Unidades, procede de la caja 48.","Recortes de periódicos ""Fecho du Perou"" y ""El Comercio"" sobre la propuesta de crear un banco privilegiado."
Denegri-Documentos.xlsx,FDL-2315,17f.u.,Lima.,fecha inválida,1875-Abr.-15/1875-Abr.-24,"Texto manuscrito, incluye carátula, procede de la caja 48.",Contrato de consignación de guano en los Estados Unidos incluye correspondencia de José Marcelino Hurtado y el senador Peruano.
Denegri-Documentos.xlsx,FDL-2316,3 f.u.,Lima.,fecha inválida,1890-Jun.-25/1892-Set.-19,"Texto manuscritos, procede de la caja 48.",Documentos sobre cuentas relacionadas a la consignación de guano en los EE.UU.
Denegri-Documentos.xlsx,FDL-1701,1 f.u.,Lima.,1867-01-01,1867,Impreso,"Versos a los soldados peruanos en ""El Clarín"" por un patriota."
Denegri-Documentos.xlsx,FDL-1702,1 f.u.,La Paz.,fecha inválida,1833-Dic.-,,Hoja de servicio del capitán Ildefonso Sanforica
Denegri-Documentos.xlsx,FDL-1703,1 f.u.,Huancayo.,1792-10-31,1792-Oct.-31,,Oficio dirigido al Administrador de la Plata por Bernando Quevedo.
Denegri-Documentos.xlsx,FDL-1704,19 f.u.,Lima.,fecha inválida,1814-Dic.-24/1816-Ago.-24,Impreso. 8 Unidades,"Periódico "" La Gaceta del Gobierno de Lima""."
Denegri-Documentos.xlsx,FDL-1705,10 f.u.,Lima.,fecha inválida,1814-Dic.-24/1815-May-24,"5 Unidades,","Periódico ""Gaceta del gobierno de Lima"""
Denegri-Documentos.xlsx,FDL-1706,1 f.u.,Lima.,fecha inválida,1834-Ago.-03,"1 Unidad, con hongos.","Periódico ""El montonero""."
Denegri-Documentos.xlsx,FDL-1707,2 f.u.,Huánuco.,fecha inválida,1879-Abr.-03,"1 Unidad, gastado en los Bordes.","Semanario ""El Huallaga"""
Denegri-Documentos.xlsx,FDL-1708,2 f.u.,Guayaquil.,fecha inválida,1821-Ago.-04,1 Unidad.,"Periódico ""El patriota de Guayaquil""."
Denegri-Documentos.xlsx,FDL-1709,6 f.u.,Lima.,1887-01-01,1887,"3 Unidad, incompleta.","Revista ""El Perú Ilustrado""."
Denegri-Documentos.xlsx,FDL-1710,4 f.u.,Lima.,fecha inválida,1907-Feb.-,2 Unidades.,"Revista ""Monos y Monadas""."
Denegri-Documentos.xlsx,FDL-1711,1 f.u.,s/l.,fecha inválida,s/f.,"1 Unidad, Reproducción de microfilm.","Un artículo sobre la velada del ""Club Literario"" Homenaje a Simón Bolívar."
Denegri-Documentos.xlsx,FDL-1712,16 f.u.,"Lima, Panamá, Bogotá.",fecha inválida,1866-May.-02/1883-Jul.-23,"1 Unidad, un documento suelto con sello de relieve de la Asamblea Constituyente.",Libro de diplomas del coronel Federico Larrañaga.
Denegri-Documentos.xlsx,FDL-1713,2 f.u.,París,fecha inválida,s/f.,"2 Unidades, manuscrito.","Cartas (incompletas), sin que se mencione remitente ni destinatario, en los que se comentan sucesos nacionales y cuestiones personales. Figuran los apellidos Baldibia, Mendez, Bueno, Tristán y Mendiburu"
Denegri-Documentos.xlsx,FDL-1714,1 f.u.,Lagunillas.,fecha inválida,s/f.,1 Unidad de 10x15cm. Manuscrito.,Nota al Manuel de Rivero sobre unas llaves.
Denegri-Documentos.xlsx,FDL-1715,1 f.u.,s/l.,fecha inválida,1954-Ago.-30,"1 Unidad, manuscrito.",Carta de índole amical pidiendo para encontrarse y conversar de María Ferreyros
Denegri-Documentos.xlsx,FDL-1716,1 f.u.,s/l.,fecha inválida,s/f.,"1 Unidad, manuscrito en mal estado.",Nota sobre la publicación de un bando.
Denegri-Documentos.xlsx,FDL-1717,97 f.u.,s/l.,fecha inválida,s/f.,"1 Unidad, manuscrito.",Libro primera parte de la cartilla practica que trata de la sustentación de causas civiles y criminales con las instituciones competentes(17 diálogos que dicen de su uso).
Denegri-Documentos.xlsx,FDL-1718,157 f.u. 117 f.b.,s/l.,1832-01-01,1832,"Empastado, con hongos, quemado por tinta, con polillas.",Libro titulado: Casa y su a…. memorables.
Denegri-Documentos.xlsx,FDL-1719,49 f.u. y 50 f.b.,s/l.,fecha inválida,s/f.,"manuscrito, con hongos.","Libreta de notas e informes sobre temas diversos como capellanías, cauciones, leyes estados, esclavos, concubinatos."
Denegri-Documentos.xlsx,FDL-1720,16 f.u. y 1 f.b.,s/l.,fecha inválida,s/f.,"1 Unidad, cocido, manuscrito.",Informe del derecho público primera parte filosofía del derecho reflexiones preliminares
Denegri-Documentos.xlsx,FDL-2317,14 f.u.,Lima.,1890-11-30,1890-Nov.-30,"Texto manuscritos y mecanografiado, 3 Unidades, incluye dos bocetos uno manuscrito y otro mecanografiado.",Proyecto de banco de Emisión Privilegiado.
Denegri-Documentos.xlsx,FDL-2318,81 f.u.,Callao.,fecha inválida,1942-Set.-21,"Regular estado de conservación, Una tarjeta personal, procede de la caja 01.",Balances sobre exportación e importación de frutas 1938 y 1941.
Denegri-Documentos.xlsx,FDL-2319,4 f.u.,"Arequipa, Ayacucho.",fecha inválida,1834-Feb. /1839-Ago.-17,"Regular estado de conservación, procede de la caja 01.",Boletín sobre las actividades del Ejército (regimiento de los Húsares de Junín)
Denegri-Documentos.xlsx,FDL-1871,4 f.u.,Lima.,fecha inválida,1897-Ene.-23/1897-Ene.-25,"Manuscritos, separados, procede de la caja 14.","Los dueños de la Minas San Rafael, Esteban Pradel y compañía, piden al ingeniero Juan Albertazzo, no decidir procedentes los planos por presentar los cartel original."
Denegri-Documentos.xlsx,FDL-1872,3 f.u.,Lima.,1897-02-17,1897-Feb.-17,"Manuscritos, el documento pierde legibilidad debido a la acción de la tinta, papel levemente oxidado.",Carta referida a la mina esperanza acusando por presuntos abusos en la región.
Denegri-Documentos.xlsx,FDL-1873,4 f.u.,Lima.,1896-01-01,1896,Manuscrito indicios de haber sido quemado en la parte inferior. Precede de la caja 14.,"Conjunto de Datos y antecedentes de lamina ""San Juan de la Cumbre""."
Denegri-Documentos.xlsx,FDL-1874,4 f.u.,Lima.,fecha inválida,1897-Ene.-31,"manuscrito, papel levemente oxidado, procede de la caja 14.","Carta dirigida a Julio Villanueva por parte de la sociedad minera ""Cosmopolita"" pidiendo que no catalogue un agravio por la ausencia de un cartel original."
Denegri-Documentos.xlsx,FDL-1875,17 f.u.,Lima.,1897-03-01,1897-Mar.-01,"Manuscrito, presenta quemado por tinta. ¡Urgente transcripción!","Carta de la sociedad minera ""Cosmopolita"" dirigida a Julio Villanueva argumentando que no se busca invadir tierras."
Denegri-Documentos.xlsx,FDL-1876,1 f.u.,Callao.,1897-06-08,1897-Jun.-08,"Documento impreso, procedente de la caja 14.",Recorte periodístico sobre la ley que inmoviliza impuestos al sector minero.
Denegri-Documentos.xlsx,FDL-1877,1 f.u.,Lima.,1897-07-27,1897-Jul.-27,"Manuscrito, presente oxidación del papel y leva quemado por tinta. Procede de la caja 14.","Carta de la sociedad minera ""Cosmopolita"" dirigida al Sr. Julio Villanueva sobre declaración de títulos."
Denegri-Documentos.xlsx,FDL-1878,4 f.u.,Lima.,1897-06-08,1897-Jun.-08,"Manuscrito, deterioro por tinta, se pierde legibilidad, procede dela caja 14. ¡urgente transcripción!","Carta de la sociedad minera ""Cosmopolita"" dirigida al Sr. Julio Villanueva sobre adjudicación de minas y lavaderos de oro en sandia y Carabaya."
Denegri-Documentos.xlsx,FDL-1879,4 f.u.,Lima.,1897-06-08,1897-Jun.-08,"Manuscrito, deterioro por tinta, procede de la caja 14. ¡Urgente transcripción!","Carta al Sr. Villanueva de parte de la sociedad minera ""Cosmopolita"" sobre resolución del 9.5 1879"
Denegri-Documentos.xlsx,FDL-1880,1 f.u.,Lima.,1897-06-08,1897-Jun.-08,"Manuscrito, oxidación por tinta, procede de la caja 14. ¡Urgente transcripción!",Carta de Cayetano Armas a Julio Villanueva sobre declaración de pertenencia.
Denegri-Documentos.xlsx,FDL-1881,1 f.u.,Lima.,1897-07-27,1897-Jul.-27,"Manuscrito, oxidación por tinta, procede de la caja 14.",Carta poder de Juan Casalí a Julio Villanueva sobre declaración de propiedades.
Denegri-Documentos.xlsx,FDL-1882,3 f.u.,Lima.,1897-06-08,1897-Jun.-08,"1 Unidad, manuscrito, oxidación por tinta, procede de la caja 14. ¡Urgente transcripción!",Carta múltiple de los dueños de minas en Carabaya a Juan Albertazzo sobre empadronamiento de propiedades.
Denegri-Documentos.xlsx,FDL-1883,4 f.u.,Lima.,1897-10-18,1897-Oct.-18,"Manuscrito picado por oxidación por tinta, procede da la caja 14. ¡Urgente transcripción!",Memorias de Juan Francisco Tristán.
Denegri-Documentos.xlsx,FDL-1884,4 f.u.,Arequipa.,1890-02-24,1890-Feb.-24,"Manuscritos, procede de la caja 14. 1 Unidad.",Carta de Fernando de Alvizuri a Julio Villanueva sobre posibles robos en el correo y otros.
Denegri-Documentos.xlsx,FDL-1885,7 f.u.,Lima.,fecha inválida,1897-Ene-13/1896-Nov.-25,"Documentos impresos, procedentes de la caja 14.",Conjunto de recibos y memorándums para Fernando de Alvizuri y Julio Villanueva.
Denegri-Documentos.xlsx,FDL-1886,11 f.u.,"Arequipa, Lima.",fecha inválida,1897-Feb.-22/1897-Ene.-20,"Documentos impresos, procede de la caja 14.","Conjuntos de recibos de la ""The West Coast of América Telegraph Company, Limited""."
Denegri-Documentos.xlsx,FDL-1887,2 f.u.,Lima.,fecha inválida,1897-Ene.-01/1897-Abr.-01,"Documentos impresos, procede de la caja 14.",Recibos de la sociedad minera dirigida a Fernando de Alvizuri.
Denegri-Documentos.xlsx,FDL-1888,7 f.u.,Lima.,1897-01-01,1897,"Manuscritos, procedentes de la caja14.","Conjunto de recibos referidos a saldos de cuenta corriente y hasta gastos de la sociedad minera ""Cosmopolita""."
Denegri-Documentos.xlsx,FDL-1889,1 f.u.,Arequipa.,1897-03-12,1897-Mar.-12,"Manuscrito, procede de la caja 14.",Carta de Julio Villanueva sobre fondos para Pedro Elguera.
Denegri-Documentos.xlsx,FDL-1890,2 f.u.,Lima.,1897-03-20,1897-Mar.-20,"Manuscrito, procede de la caja 14. ¡Urgente transcripción!",Cuenta corriente: Saldos y Gastos de Fernando de Alvizuri y Julio Villanueva.
Denegri-Documentos.xlsx,FDL-1891,3 f.u.,Lima.,fecha inválida,1897-Set.-20,"Manuscrito, procede de la caja 14. ¡Urgente transcripción!",Carta de Julio Villanueva a Guillermo Price sobre cuentas por compras de baterías y armazones.
Denegri-Documentos.xlsx,FDL-1892,232 f.u.,Lima.,fecha inválida,1880-Feb.-06/1891-Nov.-28,"Documentos impresos y manuscritos, con 14 hojas sueltas. Procede de la caja 13.",Recortes periodísticos sobre la situación política y económica después de la guerra con Chile. Además incluye recortes sobre el gobierno de Piérola entre otros. Incluyen manuscritos.
Denegri-Documentos.xlsx,FDL-1893,2 f.u.,Santiago de Chile.,1836-03-06,1836-Mar.-06,"Manuscrito fotocopiados, procede de la Caja 14",Carta de José Riva Agüero a Mariano de Sierra sobre empréstitos.
Denegri-Documentos.xlsx,FDL-1894,2 f.u.,Santiago.,fecha inválida,1836-Mar.- 01,"Manuscrito fotocopiado, procede de la caja 14.",Carta declaratoria sobre un empréstito dado al estado peruano de José de la Riva Agüero - representante del Estado y Manuel Sifuentes.
Denegri-Documentos.xlsx,FDL-1895,2 f.u.,Santiago.,1836-03-02,1836-Mar.-02,"Manuscrito fotocopia, procede de la caja 14.",Contrato de empréstito entre el ministro José de la Riva Agüero y Doña Clara Prado de Aguirre.
Denegri-Documentos.xlsx,FDL-1896,2 f.u.,Santiago.,1836-03-02,1836-Mar.-02,"Manuscrito fotocopiado, Procede de la caja 14.",Contrato de empréstito entre el ministro José de la Riva Agüero representante del estado y José Toribio Mujica.
Denegri-Documentos.xlsx,FDL-1897,2 f.u.,Santiago.,1836-03-01,1836-Mar.-01,"Manuscrito fotocopia, procede de la caja 14.",Contrato de empréstito entre el gobierno Peruano por intermedio del ministro José de la Riva Agüero y Antonio Prado y Soto
Denegri-Documentos.xlsx,FDL-1898,2 f.u.,Santiago.,1836-03-02,1836-Mar.-02,"Manuscrito fotocopiado, procede de la caja 14.",Contrato de empréstito entre el gobierno Peruano por intermedio del ministro José de la Riva Agüero y Pedro Pardo Montaner.
Denegri-Documentos.xlsx,FDL-1899,2 f.u.,Santiago.,fecha inválida,1836-Mar.- 01,"Manuscrito fotocopiado, procede de la caja 14.",Contrato de empréstito entre el gobierno Peruano por medio del ministro José Joaquín Ramírez.
Denegri-Documentos.xlsx,FDL-1900,2 f.u.,Lima.,1836-05-09,1836-May.-09,"Manuscrito fotocopiado, procede de la caja 14.",Carta de Mariano de Sierra Al Ministro de Estado del despacho de Hacienda sobre Liberación de empréstito.
Denegri-Documentos.xlsx,FDL-1901,1 f.u.,Lima.,1836-05-18,1836-May.-18,"Manuscrito fotocopiado, precede de la caja 14.",Carta de García del Río a José de la Riva Agüero sobre una transacción a favor de la casa de Alsop y CA.
Denegri-Documentos.xlsx,FDL-1902,18 f.u.,Lima.,1836-10-04,1836-Oct.-04,"Manuscritos fotocopia, falta legibilidad. Procede de la caja 14.","Redacción de José de la Riva Agüero refutando un artículo del periódico ""El Araucano""."
Denegri-Documentos.xlsx,FDL-1903,4 f.u.,Lima.,1836-10-10,1836-Oct.-10,Manuscrito fotocopiado falta legibilidad.,Carta de José de la Riva Agüero al secretario Gral. Pío de Tristán sobre presunta maledicencia de diarios Chilenos con respecto al autor.
Denegri-Documentos.xlsx,FDL-1904,2 f.u.,Santiago.,1836-06-20,1836-Jun.-20,Manuscrito fotocopiado que incluye una hoja de apuntes de tal asunto.,fragmentos referido a la liberación de empréstito para el Gobierno Peruano por medio de José de la Riva Agüero.
Denegri-Documentos.xlsx,FDL-1905,386 f.u.,s/l.,fecha inválida,1836-.Ene.-29,"Manuscrito fotocopiado, procedente de la caja 14.",Diario de viajes con descripciones de Ollataymbo entre otros.
Denegri-Documentos.xlsx,FDL-1906,2 f.u. y 2 f.b.,Lima.,fecha inválida,s/f.,Impreso procede de la caja 14.,Invitaciones que se le hace a José Mendoza y boquete para la procesión y fiesta de la virgen.
Denegri-Documentos.xlsx,FDL-1907,2 f.u.,Lima.,fecha inválida,1834-Dic.-01,Impreso una de ellas se encuentra roto.,"Carta a la Hermandad o Cofradía de Jesús, María y José por el Mayordomo José Heredia."
